,Address,Price,Size,Max_occupancy
1603,287 Park Avenue South - 9th Floor,To ask,"15,338",102
1604,250 Hudson Street - 10th Floor - Partial Suite,To ask,"14,053",93
1605,175 Varick Street - 3rd Floor - Suite 300,To ask,"16,932",112
1606,60 Madison Avenue - 6th Floor,To ask,"16,426",109
1607,450 Park Avenue South - 7th Floor,To ask,"15,500",103
1608,555 Greenwich Street - 13th Floor,To ask,"15,353",102
1609,555 Greenwich Street - 12th Floor,To ask,"15,353",102
1610,555 Greenwich Street - 14th Floor,To ask,"15,353",102
1611,1 East 33rd Street - 3rd Floor - Suite 300,To ask,"13,027",86
1612,520 West 20th Street - 3rd Floor,To ask,"17,400",116
1613,520 West 20th Street - 6th Floor,To ask,"13,088",87
1614,520 West 20th Street - 4th Floor,To ask,"17,400",116
1615,520 West 20th Street - 7th Floor,To ask,"13,088",87
1616,520 West 20th Street - 2nd Floor,To ask,"17,400",116
1617,24-32 Union Square East - 4th Floor,To ask,"13,559",90
1618,1201 Broadway - 10th Floor,To ask,"13,670",91
1619,15 Little West 12 Street - 5th Floor,To ask,"13,335",88
1620,860 Broadway - 3rd Floor,To ask,"13,815",92
1621,15 Little West 12 Street - 4th Floor,To ask,"16,845",112
1622,257 Park Avenue South - 18th Floor,To ask,"15,089",100
1623,33 Irving Place - 11th Floor,To ask,"16,000",106
1624,13-15 West 27th Street - 5th Floor,To ask,"16,845",112
1625,13-15 West 27th Street - 4th Floor,To ask,"13,335",88
1626,200 Park Avenue South - 4th Floor,To ask,"17,853",119
1627,287 Park Avenue South - 9th Floor,To ask,"15,338",102
1628,250 Hudson Street - 10th Floor - Partial Suite,To ask,"14,053",93
1629,175 Varick Street - 3rd Floor - Suite 300,To ask,"16,932",112
1630,60 Madison Avenue - 6th Floor,To ask,"16,426",109
1631,450 Park Avenue South - 7th Floor,To ask,"15,500",103
1632,555 Greenwich Street - 13th Floor,To ask,"15,353",102
1633,555 Greenwich Street - 12th Floor,To ask,"15,353",102
1634,555 Greenwich Street - 14th Floor,To ask,"15,353",102
1635,1 East 33rd Street - 3rd Floor - Suite 300,To ask,"13,027",86
1636,520 West 20th Street - 3rd Floor,To ask,"17,400",116
1637,520 West 20th Street - 6th Floor,To ask,"13,088",87
1638,520 West 20th Street - 4th Floor,To ask,"17,400",116
1639,520 West 20th Street - 7th Floor,To ask,"13,088",87
1640,520 West 20th Street - 2nd Floor,To ask,"17,400",116
1641,24-32 Union Square East - 4th Floor,To ask,"13,559",90
1642,1201 Broadway - 10th Floor,To ask,"13,670",91
1643,15 Little West 12 Street - 5th Floor,To ask,"13,335",88
1644,860 Broadway - 3rd Floor,To ask,"13,815",92
1645,15 Little West 12 Street - 4th Floor,To ask,"16,845",112
1646,257 Park Avenue South - 18th Floor,To ask,"15,089",100
1647,33 Irving Place - 11th Floor,To ask,"16,000",106
1648,13-15 West 27th Street - 5th Floor,To ask,"16,845",112
1649,13-15 West 27th Street - 4th Floor,To ask,"13,335",88
1650,200 Park Avenue South - 4th Floor,To ask,"17,853",119
1651,287 Park Avenue South - 9th Floor,To ask,"15,338",102
1652,250 Hudson Street - 10th Floor - Partial Suite,To ask,"14,053",93
1653,175 Varick Street - 3rd Floor - Suite 300,To ask,"16,932",112
1654,60 Madison Avenue - 6th Floor,To ask,"16,426",109
1655,450 Park Avenue South - 7th Floor,To ask,"15,500",103
1656,555 Greenwich Street - 13th Floor,To ask,"15,353",102
1657,555 Greenwich Street - 12th Floor,To ask,"15,353",102
1658,555 Greenwich Street - 14th Floor,To ask,"15,353",102
1659,1 East 33rd Street - 3rd Floor - Suite 300,To ask,"13,027",86
1660,520 West 20th Street - 3rd Floor,To ask,"17,400",116
1661,520 West 20th Street - 6th Floor,To ask,"13,088",87
1662,520 West 20th Street - 4th Floor,To ask,"17,400",116
1663,520 West 20th Street - 7th Floor,To ask,"13,088",87
1664,520 West 20th Street - 2nd Floor,To ask,"17,400",116
1665,24-32 Union Square East - 4th Floor,To ask,"13,559",90
1666,1201 Broadway - 10th Floor,To ask,"13,670",91
1667,15 Little West 12 Street - 5th Floor,To ask,"13,335",88
1668,860 Broadway - 3rd Floor,To ask,"13,815",92
1669,15 Little West 12 Street - 4th Floor,To ask,"16,845",112
1670,257 Park Avenue South - 18th Floor,To ask,"15,089",100
1671,33 Irving Place - 11th Floor,To ask,"16,000",106
1672,13-15 West 27th Street - 5th Floor,To ask,"16,845",112
1673,13-15 West 27th Street - 4th Floor,To ask,"13,335",88
1674,200 Park Avenue South - 4th Floor,To ask,"17,853",119
1675,287 Park Avenue South - 9th Floor,To ask,"15,338",102
1676,250 Hudson Street - 10th Floor - Partial Suite,To ask,"14,053",93
1677,175 Varick Street - 3rd Floor - Suite 300,To ask,"16,932",112
1678,60 Madison Avenue - 6th Floor,To ask,"16,426",109
1679,450 Park Avenue South - 7th Floor,To ask,"15,500",103
1680,555 Greenwich Street - 13th Floor,To ask,"15,353",102
1681,555 Greenwich Street - 12th Floor,To ask,"15,353",102
1682,555 Greenwich Street - 14th Floor,To ask,"15,353",102
1683,1 East 33rd Street - 3rd Floor - Suite 300,To ask,"13,027",86
1684,520 West 20th Street - 3rd Floor,To ask,"17,400",116
1685,520 West 20th Street - 6th Floor,To ask,"13,088",87
1686,520 West 20th Street - 4th Floor,To ask,"17,400",116
1687,520 West 20th Street - 7th Floor,To ask,"13,088",87
1688,520 West 20th Street - 2nd Floor,To ask,"17,400",116
1689,24-32 Union Square East - 4th Floor,To ask,"13,559",90
1690,1201 Broadway - 10th Floor,To ask,"13,670",91
1691,15 Little West 12 Street - 5th Floor,To ask,"13,335",88
1692,860 Broadway - 3rd Floor,To ask,"13,815",92
1693,15 Little West 12 Street - 4th Floor,To ask,"16,845",112
1694,257 Park Avenue South - 18th Floor,To ask,"15,089",100
1695,33 Irving Place - 11th Floor,To ask,"16,000",106
1696,13-15 West 27th Street - 5th Floor,To ask,"16,845",112
1697,13-15 West 27th Street - 4th Floor,To ask,"13,335",88
1698,200 Park Avenue South - 4th Floor,To ask,"17,853",119
1699,287 Park Avenue South - 9th Floor,To ask,"15,338",102
1700,250 Hudson Street - 10th Floor - Partial Suite,To ask,"14,053",93
1701,175 Varick Street - 3rd Floor - Suite 300,To ask,"16,932",112
1702,60 Madison Avenue - 6th Floor,To ask,"16,426",109
1703,450 Park Avenue South - 7th Floor,To ask,"15,500",103
1704,555 Greenwich Street - 13th Floor,To ask,"15,353",102
1705,555 Greenwich Street - 12th Floor,To ask,"15,353",102
1706,555 Greenwich Street - 14th Floor,To ask,"15,353",102
1707,1 East 33rd Street - 3rd Floor - Suite 300,To ask,"13,027",86
1708,520 West 20th Street - 3rd Floor,To ask,"17,400",116
1709,520 West 20th Street - 6th Floor,To ask,"13,088",87
1710,520 West 20th Street - 4th Floor,To ask,"17,400",116
1711,520 West 20th Street - 7th Floor,To ask,"13,088",87
1712,520 West 20th Street - 2nd Floor,To ask,"17,400",116
1713,24-32 Union Square East - 4th Floor,To ask,"13,559",90
1714,1201 Broadway - 10th Floor,To ask,"13,670",91
1715,15 Little West 12 Street - 5th Floor,To ask,"13,335",88
1716,860 Broadway - 3rd Floor,To ask,"13,815",92
1717,15 Little West 12 Street - 4th Floor,To ask,"16,845",112
1718,257 Park Avenue South - 18th Floor,To ask,"15,089",100
1719,33 Irving Place - 11th Floor,To ask,"16,000",106
1720,13-15 West 27th Street - 5th Floor,To ask,"16,845",112
1721,13-15 West 27th Street - 4th Floor,To ask,"13,335",88
1722,200 Park Avenue South - 4th Floor,To ask,"17,853",119
1723,287 Park Avenue South - 9th Floor,To ask,"15,338",102
1724,250 Hudson Street - 10th Floor - Partial Suite,To ask,"14,053",93
1725,175 Varick Street - 3rd Floor - Suite 300,To ask,"16,932",112
1726,60 Madison Avenue - 6th Floor,To ask,"16,426",109
1727,450 Park Avenue South - 7th Floor,To ask,"15,500",103
1728,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1729,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1730,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1731,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1732,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1733,44 Union Square - 2nd Floor,To ask,"15,029",100
1734,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1735,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1736,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1737,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1738,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1739,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1740,601 West 26th Street - 12th Floor,To ask,"17,633",117
1741,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1742,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1743,18 West 18th Street - 4th Floor,To ask,"16,620",110
1744,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1745,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1746,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1747,100 5th Avenue - 15th Floor,To ask,"16,080",107
1748,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1749,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1750,0 Bond Street - 4th Floor,To ask,"13,143",87
1751,0 Bond Street - 14th Floor,To ask,"13,312",88
1752,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1753,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1754,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1755,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1756,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1757,44 Union Square - 2nd Floor,To ask,"15,029",100
1758,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1759,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1760,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1761,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1762,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1763,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1764,601 West 26th Street - 12th Floor,To ask,"17,633",117
1765,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1766,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1767,18 West 18th Street - 4th Floor,To ask,"16,620",110
1768,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1769,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1770,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1771,100 5th Avenue - 15th Floor,To ask,"16,080",107
1772,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1773,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1774,0 Bond Street - 4th Floor,To ask,"13,143",87
1775,0 Bond Street - 14th Floor,To ask,"13,312",88
1776,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1777,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1778,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1779,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1780,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1781,44 Union Square - 2nd Floor,To ask,"15,029",100
1782,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1783,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1784,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1785,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1786,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1787,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1788,601 West 26th Street - 12th Floor,To ask,"17,633",117
1789,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1790,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1791,18 West 18th Street - 4th Floor,To ask,"16,620",110
1792,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1793,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1794,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1795,100 5th Avenue - 15th Floor,To ask,"16,080",107
1796,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1797,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1798,0 Bond Street - 4th Floor,To ask,"13,143",87
1799,0 Bond Street - 14th Floor,To ask,"13,312",88
1800,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1801,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1802,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1803,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1804,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1805,44 Union Square - 2nd Floor,To ask,"15,029",100
1806,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1807,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1808,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1809,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1810,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1811,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1812,601 West 26th Street - 12th Floor,To ask,"17,633",117
1813,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1814,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1815,18 West 18th Street - 4th Floor,To ask,"16,620",110
1816,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1817,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1818,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1819,100 5th Avenue - 15th Floor,To ask,"16,080",107
1820,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1821,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1822,0 Bond Street - 4th Floor,To ask,"13,143",87
1823,0 Bond Street - 14th Floor,To ask,"13,312",88
1824,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1825,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1826,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1827,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1828,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1829,44 Union Square - 2nd Floor,To ask,"15,029",100
1830,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1831,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1832,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1833,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1834,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1835,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1836,601 West 26th Street - 12th Floor,To ask,"17,633",117
1837,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1838,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1839,18 West 18th Street - 4th Floor,To ask,"16,620",110
1840,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1841,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1842,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1843,100 5th Avenue - 15th Floor,To ask,"16,080",107
1844,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1845,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1846,0 Bond Street - 4th Floor,To ask,"13,143",87
1847,0 Bond Street - 14th Floor,To ask,"13,312",88
1848,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1849,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1850,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1851,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1852,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1853,44 Union Square - 2nd Floor,To ask,"15,029",100
1854,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1855,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1856,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1857,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1858,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1859,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1860,601 West 26th Street - 12th Floor,To ask,"17,633",117
1861,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1862,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1863,18 West 18th Street - 4th Floor,To ask,"16,620",110
1864,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1865,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1866,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1867,100 5th Avenue - 15th Floor,To ask,"16,080",107
1868,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1869,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1870,0 Bond Street - 4th Floor,To ask,"13,143",87
1871,0 Bond Street - 14th Floor,To ask,"13,312",88
1872,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1873,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1874,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1875,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1876,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1877,44 Union Square - 2nd Floor,To ask,"15,029",100
1878,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1879,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1880,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1881,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1882,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1883,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1884,601 West 26th Street - 12th Floor,To ask,"17,633",117
1885,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1886,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1887,18 West 18th Street - 4th Floor,To ask,"16,620",110
1888,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1889,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1890,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1891,100 5th Avenue - 15th Floor,To ask,"16,080",107
1892,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1893,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1894,0 Bond Street - 4th Floor,To ask,"13,143",87
1895,0 Bond Street - 14th Floor,To ask,"13,312",88
1896,315 Park Avenue South - 7th Floor - Suite 700,To ask,"17,050",113
1897,175 Varick Street - 2nd Floor - Suite 200,To ask,"16,932",112
1898,601 West 26th Street - 4th Floor - Suite 410,To ask,"16,559",110
1899,183 Madison Avenue - 5th Floor,To ask,"15,653",104
1900,183 Madison Avenue - 6th Floor,To ask,"15,440",102
1901,44 Union Square - 2nd Floor,To ask,"15,029",100
1902,53 West 23rd Street - 12th Floor - Suite 1200,To ask,"16,909",112
1903,53 West 23rd Street - 8th Floor - Suite 900,To ask,"16,909",112
1904,15 Little West 12 Street - 2nd Floor,To ask,"16,965",113
1905,601 West 26th Street - 8th Floor - Suite 810,To ask,"16,000",106
1906,220 11th Avenue - 2nd Floor,To ask,"17,454",116
1907,220 11th Avenue - 3rd Floor,To ask,"17,370",115
1908,601 West 26th Street - 12th Floor,To ask,"17,633",117
1909,18 West 18th Street - 2nd Floor,To ask,"16,620",110
1910,18 West 18th Street - 3rd Floor,To ask,"16,620",110
1911,18 West 18th Street - 4th Floor,To ask,"16,620",110
1912,6 East 32nd Street - 2nd Floor,To ask,"16,000",106
1913,6 East 32nd Street - 8th Floor,To ask,"16,000",106
1914,460 Park Avenue South - 7th Floor,To ask,"15,500",103
1915,100 5th Avenue - 15th Floor,To ask,"16,080",107
1916,71 5th Avenue - 11th Floor - Suite 15238,To ask,"15,177",101
1917,1 East 33rd Street - 2nd Floor - Suite 200,To ask,"13,027",86
1918,0 Bond Street - 4th Floor,To ask,"13,143",87
